,0,1,2,3,4
0,-0.004460054402445114,12.058355830146073,9.50653313771995,12.602191103585294,12.092021808679515
1,-0.004779051181550239,11.77724386067839,8.154342191622355,12.652257519006575,11.813665744357374
2,-0.004656227508308536,11.91836346065097,8.593052130518886,12.904213978462158,11.322949001951262
3,-0.00494989728247899,10.959935480439457,7.993458287433576,12.623342878526975,12.178666891127431
4,-0.005165332178798092,10.39353687606729,7.632549754638274,12.21588283119992,12.70005381023927
5,-0.004912110490983856,10.699650357856763,8.532335305947322,12.13287322273065,11.851119965678903
6,-0.005038380494410977,10.095538307705901,8.589516228231028,11.777025575621005,12.185025989980646
7,-0.005392126080249367,9.602458685948422,7.494018270512665,12.343742990769565,11.592392833209027
8,-0.005485059498509317,9.09916809625096,7.774241087180047,11.592833832658048,11.906492474322159
9,-0.005289462949261296,10.219285497030933,7.616505628954333,11.23463797386726,11.883763697103987
10,-0.005491961582730802,8.852173457502271,7.9743812559741505,11.803081901102948,11.698279074512921
11,-0.0056524640691176355,8.200841744601348,8.17790642934214,11.648731478943937,11.590790949610101
12,-0.005363676526530895,8.7970208936161,8.763488767091479,11.571384369129936,11.007968291710295
13,-0.005994447024871004,7.108614088667913,8.417051740021428,11.675458121088509,12.1181555604815
14,-0.005637596937799281,7.838020299529815,8.432016590502391,12.748358187714175,12.099801817603511
15,-0.005878098840316438,7.060861854722095,8.690708041588936,12.684999172505279,12.856064638780406
16,-0.006303225448151348,6.759870574868357,7.663118553583893,12.09865339367574,12.334714523550833
17,-0.006753244959445057,6.053647744384618,7.248038976533062,12.669852683931369,12.806316065811467
18,-0.006201531564642205,6.9908977995532835,8.06644335098756,10.759265040221564,11.833371676874405
19,-0.006467091587535753,6.383903179304837,8.003180669629446,11.448351509579162,11.605858548790488
20,-0.006077813530276756,7.222156593045086,8.340431969571899,10.324616524168375,11.681734356393662
21,-0.0060930576752166515,7.096396736413703,8.288771798980171,11.04228666465801,11.305334544726948
22,-0.005756119804866142,7.803501604891166,8.552501451889487,11.064159841809031,11.216407929095508
23,-0.00612058738627913,6.879226342884957,9.041270892452676,9.936554671851287,11.614864932348178
24,-0.005971074848682166,7.235832072411677,8.99065084764836,10.00195716287143,11.459788610156275
25,-0.006006386662065287,6.875422334138498,9.525218304949487,10.314533049476205,11.344253987310058
26,-0.005962894398438767,6.749025352362774,9.813293322576971,10.854482613298075,11.758763950417535
27,-0.005996219540111766,6.742321871851636,9.799448846733663,10.363521552536362,12.366660498384594
28,-0.005833002180519937,7.7194817646192,8.827894774347667,9.767100704450378,11.597694066817954
29,-0.006255752276668146,6.10482845880785,10.437714551935203,10.523084862261404,10.978419850914685
30,-0.005601355761355955,7.823623953299171,9.885765810294162,9.737176921802732,11.92853529971699
31,-0.0063499211509079325,6.616722906735719,8.654816218992844,9.711305308180387,11.439301387689227
32,-0.006573798015034714,6.552905312559742,8.261894012189366,8.866592303941783,10.88730588766859
33,-0.005958904959176679,7.353559042789202,8.683818559826612,10.2907716029441,11.412569945729391
34,-0.005697738727787197,7.683491750106167,9.408729945064612,10.124781067354766,11.833169290491016
35,-0.006145454960680011,6.94976944366051,8.53558084225595,10.715596965863963,10.68730299848095
36,-0.005826292059847319,7.554159655227873,9.101469175865123,9.938338309397727,11.554216824829933
37,-0.006185296674512081,6.80844872083192,8.836281418032838,10.1803743876516,11.034232461302652
38,-0.006140409268568402,7.4004961969728855,7.949414196776892,9.858422143112463,11.660046901784863
39,-0.006389079116593886,6.439453513904301,8.485635642626292,10.717461546788652,11.323941939876292
