58,0,142,MH,5,[1. 1.]
485,4513,2,ADAMH,5,[2. 2.]
46,0,154,MH,6,[1. 1.]
482,4515,3,ADAMH,6,[2. 2.]
44,0,156,MH,2,[1. 1.]
511,4488,1,DAMHSMU,2,[2. 2.]
40,0,160,MH,3,[1. 1.]
457,4542,1,DAMHSMU,3,[2. 2.]
37,0,163,MH,4,[1. 1.]
447,4553,0,DAMHSMU,4,[2. 2.]
58,0,142,MH,5,[1. 1.]
467,4532,1,DAMHSMU,5,[2. 2.]
46,0,154,MH,6,[1. 1.]
433,4566,1,DAMHSMU,6,[2. 2.]
54,0,196,MH,2,[1. 1.]
491,4508,1,DAMH,2,[2. 2.]
52,0,198,MH,3,[1. 1.]
434,4566,0,DAMH,3,[2. 2.]
49,0,201,MH,4,[1. 1.]
442,4557,1,DAMH,4,[2. 2.]
74,0,176,MH,5,[1. 1.]
468,4531,1,DAMH,5,[2. 2.]
61,0,189,MH,6,[1. 1.]
479,4518,3,DAMH,6,[2. 2.]
54,0,196,MH,2,[1. 1.]
506,4492,2,ADAMH,2,[2. 2.]
52,0,198,MH,3,[1. 1.]
434,4566,0,ADAMH,3,[2. 2.]
49,0,201,MH,4,[1. 1.]
413,4586,1,ADAMH,4,[2. 2.]
74,0,176,MH,5,[1. 1.]
480,4518,2,ADAMH,5,[2. 2.]
61,0,189,MH,6,[1. 1.]
479,4518,3,ADAMH,6,[2. 2.]
54,0,196,MH,2,[1. 1.]
491,4508,1,DAMHSMU,2,[2. 2.]
52,0,198,MH,3,[1. 1.]
459,4541,0,DAMHSMU,3,[2. 2.]
49,0,201,MH,4,[1. 1.]
429,4570,1,DAMHSMU,4,[2. 2.]
74,0,176,MH,5,[1. 1.]
476,4524,0,DAMHSMU,5,[2. 2.]
61,0,189,MH,6,[1. 1.]
454,4544,2,DAMHSMU,6,[2. 2.]
3,0,7,MH,2,[1. 1.]
327,4516,157,DAMH,2,[2. 2.]
3,0,7,MH,3,[1. 1.]
314,4574,112,DAMH,3,[2. 2.]
4,0,6,MH,4,[1. 1.]
424,4544,32,DAMH,4,[2. 2.]
6,0,4,MH,5,[1. 1.]
379,4497,124,DAMH,5,[2. 2.]
2,0,8,MH,6,[1. 1.]
408,4521,71,DAMH,6,[2. 2.]
3,0,7,MH,2,[1. 1.]
322,4434,244,ADAMH,2,[2. 2.]
3,0,7,MH,3,[1. 1.]
355,4589,56,ADAMH,3,[2. 2.]
4,0,6,MH,4,[1. 1.]
380,4582,38,ADAMH,4,[2. 2.]
6,0,4,MH,5,[1. 1.]
388,4472,140,ADAMH,5,[2. 2.]
2,0,8,MH,6,[1. 1.]
387,4553,60,ADAMH,6,[2. 2.]
3,0,7,MH,2,[1. 1.]
464,4528,8,DAMHSMU,2,[2. 2.]
3,0,7,MH,3,[1. 1.]
444,4548,8,DAMHSMU,3,[2. 2.]
4,0,6,MH,4,[1. 1.]
443,4553,4,DAMHSMU,4,[2. 2.]
6,0,4,MH,5,[1. 1.]
481,4510,9,DAMHSMU,5,[2. 2.]
2,0,8,MH,6,[1. 1.]
425,4567,8,DAMHSMU,6,[2. 2.]
