1.412337854116407728e-16,7.231790381590308403e-01
2.098998885353164145e-15,2.652913696631623575e-01
2.208930289767107484e-15,4.049881620285061268e-01
1.265677293977491691e-15,3.363739404676675537e-01
1.085429102777534216e-15,2.382380804524775741e-01
2.180062855583227002e-15,2.484564517684091645e-01
1.991915518822787851e-15,2.198291622489128017e-01
8.651900025043587157e-16,1.999585352663513504e-01
1.008148744516882898e-16,6.288193057849247314e-01
1.165164446210518471e-16,7.007198662623330687e-01
9.749944199037291266e-17,6.836513628204876625e-01
1.174922059164830537e-16,7.355767661344023711e-01
5.719451056044227346e-17,6.208487564539477699e-01
4.922998446364878396e-17,6.513094942374582086e-01
1.293618547656135777e-17,6.843136839244814418e-01
1.575900300186272911e-15,6.893232360563432692e-01
1.597110652692827299e-15,7.034593494059792063e-01
3.109986387928210398e-15,6.403226352057045379e-01
1.595888503190830795e-15,7.080879699248112669e-01
8.763126782186798782e-18,8.205764484161548467e-01
7.585548669945126430e-18,8.790298584083278133e-01
8.190740513017172655e-18,8.818845735964560006e-01
1.529096595032123892e-17,9.086394251315838000e-01
1.268512053118437611e-17,8.943555783739844944e-01
9.806578880415466930e-18,8.713016789170341392e-01
1.258260099024950421e-17,9.074550931444191892e-01
1.681114509991881961e-17,8.861252604202829453e-01
1.041910386851462093e-17,9.211866539368704920e-01
3.231099144042653138e-17,6.767843407579012815e-01
5.449381539037905639e-17,5.853223226569337356e-01
6.729555411825485545e-17,6.519485670652267473e-01
2.649697770252353593e-13,3.700828930095544367e-01
6.658971704680170248e-16,4.451885622690501254e-01
5.424399878555987716e-16,5.799759629898904034e-01
2.047143963022424364e-15,5.478872554320421973e-01
2.045544658187497459e-15,5.604972266272805204e-01
2.418305857254229597e-15,5.264164657502365952e-01
3.660618853879996704e-15,5.917418420525081268e-01
1.209648570232240557e-15,5.789463029592784027e-01
1.159927884299696701e-15,5.235671042849119328e-01
5.167639923335378363e-16,4.937652759579130857e-01
2.180004586781143683e-15,7.129985384482220301e-01
1.178453410716080443e-13,3.101072727527499628e-01
1.103521431507886096e-15,2.268720280435504999e-01
8.167830126272546843e-16,2.476135349759172322e-01
1.626640973094082040e-15,2.668810827795484730e-01
1.163958352163031345e-15,2.177551033259711166e-01
2.536337008873594445e-15,2.079237000094458221e-01
8.235815583475473043e-16,2.179668824398874882e-01
8.550709164030897406e-16,2.447690684779964820e-01
1.334254753091344599e-15,2.646953173285941929e-01
1.318815322110953774e-15,2.003011088517261951e-01
1.472755221882367040e-15,2.395317699185871563e-01
5.587730727510071040e-17,6.461219076509938652e-01
5.357540840233941019e-17,6.499424756529531555e-01
4.119584166376948198e-17,6.462860366696934200e-01
