4.415310114482949804e-17,6.422283928294005850e-01
5.074954128204919504e-17,6.491576200546543829e-01
3.459861147332342967e-17,6.403683574175329518e-01
5.523042936749064443e-17,6.511066749869800496e-01
3.041616119962846174e-17,6.670476822665214467e-01
3.711074723833997302e-17,6.279538582273864744e-01
5.150128968097991738e-17,6.659852956073673003e-01
3.206554467496538596e-17,6.937419047187178833e-01
1.588900521951549729e-15,6.672381003317217063e-01
1.308581036632179706e-15,6.778071528268303503e-01
1.739446032000368653e-15,6.595377702979683399e-01
1.516198729471671351e-15,6.609160921134529243e-01
1.610761992673536978e-15,6.613046550292112080e-01
1.706910364774103857e-15,6.653840796774791455e-01
2.474447999334646088e-15,6.548663547208304347e-01
1.929068570513016232e-15,6.630264817685170842e-01
1.551542865193636007e-15,6.278619761816981448e-01
1.657580091436980338e-15,6.727650908016120646e-01
1.441716855625449611e-15,6.769704513299219517e-01
2.112231218037589958e-15,6.589889852336840992e-01
2.820723260651092279e-15,6.632257997659478654e-01
9.835054294129287867e-18,8.848020807681996613e-01
1.361816790105643755e-17,9.250178574593169722e-01
8.116330489774900735e-18,8.645161003549719503e-01
1.483519196156108559e-17,8.861573541855845004e-01
1.143430831234079182e-17,8.795728895600893882e-01
9.868882063217056764e-18,8.921965020137968549e-01
8.377444322058964857e-18,8.236629257287362282e-01
1.792954185167230622e-17,8.940688408110721852e-01
1.521642914882817613e-17,9.029570152987728138e-01
1.338365765578207511e-17,8.641560031747599346e-01
1.137400717508950308e-17,8.757317418913441731e-01
1.336533990788948357e-17,8.389944422357222820e-01
1.017527176408274142e-17,8.825853357864974491e-01
1.116232045568187554e-17,8.670037141568536221e-01
8.491237155972610950e-18,8.861088208342445816e-01
8.887895489831872770e-18,8.944191014032272236e-01
8.867764667257177547e-18,8.708525949891877671e-01
1.252454785067007696e-17,8.786734592292622104e-01
7.931413167060995707e-18,8.753662788081864043e-01
1.134366858599617546e-17,8.507511610572984218e-01
1.819779159259157256e-17,8.772946610118481647e-01
1.252123072572192517e-17,8.839808165963178865e-01
9.717216113944965115e-18,8.807373346495982469e-01
8.978928534564416645e-18,8.730811930538385779e-01
1.080070735256169502e-17,8.426113785064730521e-01
8.711101009765277659e-18,8.884262110781381283e-01
1.063283356562257998e-17,8.671486145378494159e-01
1.096959215825036463e-17,8.906511951886493250e-01
9.448973911034074333e-18,8.483145797034264968e-01
1.431123745023291402e-17,8.290128769491688088e-01
6.368523304730941057e-18,8.856580274443890399e-01
1.438911152050656222e-17,8.935508883193723495e-01
1.050753985213709162e-17,8.881288981641637381e-01
1.411671954251366195e-17,8.699204082810710892e-01
6.985703817346337980e-18,8.900930509111768529e-01
1.021990239823914202e-17,8.969648534001222195e-01
1.370271455341779799e-17,8.584456692092514718e-01
9.830471563187127812e-18,8.573226576338665028e-01
1.198176889192481586e-17,8.839295957493848999e-01
2.008878022002056133e-17,8.902350120195593464e-01
7.697835469549189037e-18,8.817220035319198734e-01
8.406108272628722849e-18,8.815562570537037734e-01
9.806069917611989295e-18,8.916458183192685905e-01
7.669670881828538185e-18,8.540570335992421214e-01
1.119929461058117256e-17,8.966536700075561361e-01
1.424519400877688967e-17,8.897427962165274096e-01
1.048873055697056393e-17,8.962952799839879470e-01
1.938703510747068422e-17,8.854888930881792408e-01
8.093768151713097058e-18,8.814365734452948020e-01
7.918971462291365636e-18,8.949226917221138056e-01
1.259144712889631670e-17,8.385785299144135063e-01
8.848931468835273395e-18,8.940579630059729555e-01
1.343012734807409211e-17,8.759664028716992457e-01
9.896712758603979762e-18,8.684677119824568692e-01
8.317870407641910118e-18,8.448814725450987106e-01
1.254310328488968105e-17,8.911976514558612728e-01
9.035883564583389970e-18,8.897068565579386856e-01
1.061424935263998155e-17,8.867798195326535016e-01
1.496522554646006180e-17,8.943627813131167503e-01
1.619918244480193503e-17,8.948981867541979662e-01
1.032026672124055897e-17,8.388818884526555442e-01
8.831594891373404415e-18,8.929702559767099812e-01
9.449745614967700863e-18,8.844916295438854936e-01
1.734375901130528745e-17,8.933364850711847938e-01
1.319414198296760272e-15,6.387532854029045470e-01
1.340920006652904696e-15,6.661868978950333808e-01
1.298280464062577438e-15,6.505518099165125134e-01
1.395171366795342008e-15,6.740696928609093419e-01
1.607811146166107778e-15,6.554706447380438394e-01
1.535252441911244711e-15,6.800890640962123923e-01
1.083447027663941667e-17,8.835745838646850148e-01
1.155967842045856397e-17,8.900068787267921833e-01
9.602571757790033375e-18,8.914957598270921713e-01
1.180993467735591027e-17,8.879311578711686082e-01
1.546477315512669019e-17,8.912963044443354965e-01
1.565087315536908861e-17,8.845507072439761087e-01
9.829952446453574832e-18,8.882958832380074554e-01
5.706724098086480841e-18,8.930111672868022987e-01
9.707446995497520751e-18,8.917425083538410568e-01
1.051880580788425561e-17,8.914141593021053245e-01
1.314486748014968479e-17,8.931874137377739942e-01
1.595325003886108415e-17,8.950681343887824104e-01
5.977291802095594127e-18,8.933159916880156759e-01
8.938712443752300116e-18,8.895352999625831814e-01
4.342635125943228332e-18,8.954844598059183980e-01
1.079237404391324734e-17,8.876705772165411901e-01
7.614954869136447157e-18,8.890644466535480017e-01
8.144096042463529043e-18,8.964007846749804109e-01
8.790747512779088748e-18,8.934649035696654584e-01
6.353749275618234566e-18,8.954472346379622749e-01
9.814742557374553817e-18,8.889325714326561378e-01
1.187038436394270708e-17,8.867256479819544124e-01
1.007015962673084444e-17,8.933844476200450968e-01
6.791876815126792704e-18,8.855013257170112340e-01
6.014330633431102219e-18,8.920762464145597370e-01
7.371512507944894442e-18,8.895179467422589248e-01
6.159751376568661279e-18,8.974310775950844477e-01
5.794848144458014559e-18,8.944772457226669582e-01
4.481812282544072322e-18,8.989727766564609146e-01
1.052763312242306985e-17,8.969027336479128421e-01
6.432127891215865511e-18,8.950552062185263003e-01
9.833687827294276798e-18,8.870383941139616812e-01
7.899164864255482903e-18,8.960685770124394711e-01
9.235153728958829232e-18,8.980762544602862718e-01
7.780259163694582126e-18,8.917680032417785174e-01
9.946383990965155837e-18,8.891218730582510776e-01
8.885332984353517954e-18,8.918571208616266066e-01
9.345583988052139888e-18,8.980644447296810551e-01
5.548246257661017696e-18,8.942746713571323447e-01
8.472303641623333766e-18,8.924789823093182140e-01
5.697231276304313976e-18,8.953412785699658150e-01
8.132517268670453409e-18,8.964761090608773797e-01
6.027242383711171903e-18,8.963673180883381386e-01
3.665949811235467839e-18,9.003747614108590369e-01
7.107676425567503304e-18,8.851087727898873103e-01
1.243084920190173426e-17,8.890601880986008787e-01
8.353244848897510757e-18,8.830680311477890898e-01
7.564785838628865147e-18,8.904160137980871026e-01
7.647011725817611727e-18,8.980872403955045824e-01
1.179094155238281229e-17,8.876323451892600414e-01
7.003816027852407063e-18,8.893466285949948036e-01
5.227288013741539804e-18,8.926034183731814675e-01
1.028376103619907020e-17,8.821045923556181112e-01
8.461898305858666873e-18,8.837345462966436083e-01
8.579622555183716119e-18,8.930643176913150016e-01
7.544521153079100325e-18,8.912042994517832550e-01
7.800601158677815909e-18,8.911497614758118191e-01
9.445832196818148098e-18,8.953164814146818973e-01
7.099797683401560251e-18,8.981396639431009632e-01
8.869511829788999330e-18,8.972510290386659371e-01
1.272537791084747649e-17,8.847905732187122396e-01
7.011336057242851842e-18,8.971535461331459071e-01
1.099959356034305261e-17,8.904843864895358729e-01
6.947975183136637006e-18,8.955999846817840337e-01
